chrom	pos	strand	cil1	ml1	ciu1	pval1	fdr1	cil2	ml2	ciu2	pval2	fdr2	overshoot	5hmC	cil_diff	ml_diff	ciu_diff	pval_diff	fdr_diff	est_mindiff
chrM	8140	+	0.013098	0.016003	0.019155	0.000000	0.000000	0.032590	0.037618	0.043072	0.000000	0.000000	0	3	-0.026856	-0.021615	-0.016375	0.000000	0.000000	-0.016375
chrM	8141	-	0.001429	0.002637	0.003864	0.000017	0.000034	0.003791	0.005383	0.007007	0.000000	0.000000	0	3	-0.004686	-0.002746	-0.000805	0.007372	0.013127	-0.000805
chrM	8147	+	0.001577	0.004909	0.008314	0.004186	0.006670	0.013636	0.018843	0.024303	0.000000	0.000000	0	3	-0.019617	-0.013933	-0.008250	0.000010	0.000027	-0.008250
chrM	8148	-	-0.001153	0.000720	0.002604	0.451643	0.513885	-0.000032	0.002369	0.004779	0.053209	0.071351	0	0	-0.004610	-0.001650	0.001311	0.289171	0.366137	0.000000
chrM	8151	+	0.000981	0.003595	0.006300	0.007677	0.011983	0.006057	0.010296	0.014752	0.000003	0.000006	0	3	-0.011223	-0.006701	-0.002178	0.008780	0.015334	-0.002178
chrM	8152	-	-0.000187	0.000644	0.001492	0.128337	0.163740	0.001947	0.003080	0.004256	0.000000	0.000000	0	2	-0.003792	-0.002437	-0.001081	0.000728	0.001484	-0.001081
chrM	8164	+	0.008140	0.017732	0.028479	0.000355	0.000635	0.011099	0.022017	0.033838	0.000223	0.000350	0	3	-0.019325	-0.004286	0.010754	0.576175	0.653400	0.000000
chrM	8165	-	0.000948	0.002222	0.003520	0.000591	0.001033	0.003978	0.005582	0.007230	0.000000	0.000000	0	3	-0.005376	-0.003361	-0.001346	0.001398	0.002738	-0.001346
chrM	8212	+	0.018519	0.026881	0.036613	0.000000	0.000000	0.033308	0.044010	0.056228	0.000000	0.000000	0	3	-0.031297	-0.017129	-0.002961	0.020060	0.033345	-0.002961
chrM	8213	-	0.000537	0.002829	0.005145	0.015328	0.022957	0.001450	0.004131	0.006828	0.002569	0.003769	0	3	-0.004799	-0.001301	0.002196	0.470927	0.557413	0.000000
chrM	8254	+	0.008891	0.014016	0.020474	0.000001	0.000001	0.012488	0.019752	0.028180	0.000001	0.000001	0	3	-0.015001	-0.005736	0.003529	0.242209	0.313428	0.000000
chrM	8255	-	0.000860	0.002229	0.003655	0.001339	0.002248	0.001232	0.002857	0.004549	0.000680	0.001033	0	3	-0.002759	-0.000628	0.001502	0.567120	0.645541	0.000000
chrM	8386	+	-0.073912	-0.027205	0.023007	0.280977	0.337375	-0.192706	-0.114917	-0.034347	0.008805	0.012424	2	0	0.005786	0.087712	0.169638	0.062976	0.091978	0.005786
chrM	8387	-	-0.000666	0.001287	0.003273	0.195583	0.240921	-0.002561	-0.000132	0.002187	0.911109	0.930673	0	0	-0.001585	0.001420	0.004425	0.356180	0.440922	0.000000
chrM	8532	+	-0.044612	0.012914	0.072810	0.663633	0.717499	-0.058414	0.012702	0.087893	0.730936	0.769446	0	0	-0.091255	0.000211	0.091677	0.996461	0.996461	0.000000
chrM	8533	-	0.004593	0.005481	0.006411	0.000000	0.000000	0.014489	0.016078	0.017737	0.000000	0.000000	0	3	-0.012182	-0.010597	-0.009011	0.000000	0.000000	-0.009011
chrM	8545	-	0.003239	0.004261	0.005313	0.000000	0.000000	0.011836	0.013468	0.015164	0.000000	0.000000	0	3	-0.010966	-0.009207	-0.007448	0.000000	0.000000	-0.007448
chrM	8580	+	-0.048327	-0.008668	0.032542	0.675528	0.725648	-0.085594	-0.033207	0.021014	0.229163	0.277832	0	0	-0.039812	0.024538	0.088888	0.471901	0.557904	0.000000
chrM	8581	-	-0.003159	0.000467	0.004093	0.800627	0.838392	0.002756	0.007151	0.011537	0.001465	0.002190	0	2	-0.012275	-0.006684	-0.001093	0.021484	0.035476	-0.001093
chrM	8583	+	-0.048235	-0.014732	0.020013	0.402023	0.463230	-0.050977	-0.008075	0.036423	0.717624	0.757029	0	0	-0.060356	-0.006657	0.047043	0.813187	0.858746	0.000000
chrM	8584	-	-0.001434	0.000191	0.001818	0.816826	0.850896	0.002545	0.004562	0.006578	0.000012	0.000019	0	2	-0.006901	-0.004370	-0.001840	0.000951	0.001907	-0.001840
chrM	8647	+	-0.024986	-0.001626	0.022406	0.892927	0.907461	-0.082450	-0.051428	-0.019834	0.001831	0.002718	2	0	0.012059	0.049802	0.087544	0.013082	0.022264	0.012059
chrM	8648	-	0.002714	0.003582	0.004471	0.000000	0.000000	0.008146	0.009499	0.010894	0.000000	0.000000	0	3	-0.007396	-0.005917	-0.004437	0.000000	0.000000	-0.004437
chrM	8722	+	0.005344	0.035707	0.066254	0.020862	0.030425	-0.040163	-0.002228	0.035957	0.908680	0.929142	0	1	-0.009627	0.037935	0.085497	0.127463	0.176365	0.000000
chrM	8723	-	0.002148	0.002890	0.003667	0.000000	0.000000	0.005358	0.006458	0.007615	0.000000	0.000000	0	3	-0.004827	-0.003568	-0.002310	0.000000	0.000001	-0.002310
chrM	8781	+	0.051068	0.093891	0.136392	0.000019	0.000038	0.007212	0.059311	0.111034	0.025875	0.035507	0	3	-0.031358	0.034579	0.100517	0.313209	0.393086	0.000000
chrM	8782	-	0.004330	0.006446	0.008600	0.000000	0.000000	0.006516	0.009213	0.011940	0.000000	0.000000	0	3	-0.006120	-0.002768	0.000584	0.115423	0.161495	0.000000
chrM	8855	+	-0.051123	-0.011620	0.027083	0.556934	0.616826	0.074146	0.120332	0.166976	0.000002	0.000003	0	2	-0.191598	-0.131952	-0.072306	0.000020	0.000050	-0.072306
chrM	8856	-	0.001767	0.002588	0.003448	0.000000	0.000000	0.005220	0.006460	0.007773	0.000000	0.000000	0	3	-0.005274	-0.003872	-0.002470	0.000000	0.000001	-0.002470
chrM	8879	-	0.004391	0.005383	0.006428	0.000000	0.000000	0.009377	0.010873	0.012457	0.000000	0.000000	0	3	-0.007188	-0.005491	-0.003793	0.000000	0.000000	-0.003793
chrM	8958	+	-0.030812	0.030903	0.094274	0.328182	0.387534	-0.003591	0.065717	0.137388	0.060926	0.081046	0	0	-0.128434	-0.034814	0.058806	0.469012	0.556465	0.000000
chrM	8959	-	0.002165	0.002737	0.003327	0.000000	0.000000	0.007164	0.008066	0.009010	0.000000	0.000000	0	3	-0.006313	-0.005329	-0.004346	0.000000	0.000000	-0.004346
chrM	8997	+	0.004596	0.087963	0.170774	0.038345	0.053953	0.022937	0.112823	0.200955	0.013902	0.019370	0	3	-0.146539	-0.024860	0.096818	0.690190	0.745967	0.000000
chrM	8998	-	0.000431	0.001039	0.001655	0.000774	0.001335	0.001080	0.001898	0.002728	0.000006	0.000010	0	3	-0.001841	-0.000859	0.000122	0.099639	0.140394	0.000000
chrM	9001	+	0.007609	0.095482	0.181509	0.033596	0.047695	0.044084	0.139978	0.231348	0.004727	0.006814	0	3	-0.172154	-0.044496	0.083162	0.497389	0.580481	0.000000
chrM	9002	-	0.000523	0.001460	0.002404	0.002207	0.003597	0.002187	0.003412	0.004647	0.000000	0.000000	0	3	-0.003445	-0.001952	-0.000459	0.013320	0.022593	-0.000459
chrM	9009	+	0.149458	0.241722	0.328495	0.000001	0.000002	0.200212	0.298119	0.388190	0.000000	0.000000	0	3	-0.186268	-0.056398	0.073473	0.397284	0.484599	0.000000
chrM	9010	-	0.001991	0.002850	0.003724	0.000000	0.000000	0.005565	0.006845	0.008150	0.000000	0.000000	0	3	-0.005434	-0.003995	-0.002556	0.000000	0.000001	-0.002556
chrM	9054	+	-0.189122	-0.147868	-0.105573	0.000000	0.000000	-0.243095	-0.189745	-0.133432	0.000000	0.000000	3	0	-0.024537	0.041877	0.108290	0.236438	0.306358	0.000000
chrM	9055	-	0.001726	0.002596	0.003487	0.000000	0.000000	0.004792	0.006079	0.007405	0.000000	0.000000	0	3	-0.004943	-0.003483	-0.002024	0.000012	0.000031	-0.002024
chrM	9138	+	-0.043754	-0.020404	0.003454	0.095506	0.125046	-0.081946	-0.052331	-0.021512	0.001588	0.002364	2	0	-0.005174	0.031928	0.069030	0.103548	0.145696	0.000000
chrM	9139	-	0.004042	0.004844	0.005682	0.000000	0.000000	0.010624	0.011964	0.013362	0.000000	0.000000	0	3	-0.008526	-0.007120	-0.005713	0.000000	0.000000	-0.005713
chrM	9144	+	-0.074601	-0.048305	-0.021721	0.000557	0.000976	-0.117972	-0.085936	-0.052994	0.000003	0.000005	3	0	-0.003288	0.037631	0.078549	0.078826	0.113142	0.000000
chrM	9145	-	0.003079	0.004168	0.005278	0.000000	0.000000	0.008264	0.009785	0.011342	0.000000	0.000000	0	3	-0.007405	-0.005617	-0.003828	0.000000	0.000000	-0.003828
chrM	9162	+	-0.144717	-0.108891	-0.072655	0.000000	0.000000	-0.255580	-0.210856	-0.164875	0.000000	0.000000	3	0	0.045623	0.101965	0.158306	0.000647	0.001331	0.045623
chrM	9163	-	0.001987	0.003211	0.004451	0.000000	0.000001	0.005401	0.007024	0.008671	0.000000	0.000000	0	3	-0.005779	-0.003813	-0.001846	0.000251	0.000537	-0.001846
chrM	9195	+	0.179465	0.241333	0.300669	0.000000	0.000000	0.111141	0.190531	0.263246	0.000016	0.000026	0	3	-0.043911	0.050802	0.145514	0.301267	0.380007	0.000000
chrM	9196	-	0.000707	0.002768	0.004843	0.008342	0.013001	0.003535	0.006228	0.008931	0.000006	0.000010	0	3	-0.006741	-0.003460	-0.000178	0.045988	0.070248	-0.000178
chrM	9293	+	0.112023	0.133955	0.157004	0.000000	0.000000	0.191516	0.218092	0.245546	0.000000	0.000000	0	3	-0.118664	-0.084137	-0.049610	0.000003	0.000008	-0.049610
chrM	9294	-	0.002233	0.003206	0.004194	0.000000	0.000000	0.005105	0.006530	0.007981	0.000000	0.000000	0	3	-0.004944	-0.003324	-0.001704	0.000168	0.000370	-0.001704
chrM	9328	+	0.098224	0.118863	0.140402	0.000000	0.000000	0.142217	0.164795	0.188379	0.000000	0.000000	0	3	-0.077024	-0.045932	-0.014840	0.003912	0.007236	-0.014840
chrM	9329	-	-0.000552	0.001076	0.002710	0.195274	0.240837	0.002025	0.004156	0.006293	0.000132	0.000209	0	2	-0.005672	-0.003080	-0.000489	0.024528	0.040105	-0.000489
chrM	9381	+	0.037637	0.046099	0.054915	0.000000	0.000000	0.088463	0.100730	0.113437	0.000000	0.000000	0	3	-0.068832	-0.054632	-0.040432	0.000000	0.000000	-0.040432
chrM	9382	-	0.005241	0.006341	0.007485	0.000000	0.000000	0.015823	0.017669	0.019599	0.000000	0.000000	0	3	-0.013256	-0.011328	-0.009400	0.000000	0.000000	-0.009400
chrM	9383	+	0.029321	0.036731	0.044457	0.000000	0.000000	0.078198	0.089261	0.100740	0.000000	0.000000	0	3	-0.065088	-0.052530	-0.039972	0.000000	0.000000	-0.039972
chrM	9384	-	0.005691	0.006872	0.008096	0.000000	0.000000	0.015623	0.017526	0.019510	0.000000	0.000000	0	3	-0.012697	-0.010653	-0.008609	0.000000	0.000000	-0.008609
chrM	9393	+	0.016765	0.020933	0.025508	0.000000	0.000000	0.040906	0.047626	0.054915	0.000000	0.000000	0	3	-0.034104	-0.026692	-0.019281	0.000000	0.000000	-0.019281
chrM	9394	-	0.004034	0.005274	0.006552	0.000000	0.000000	0.010648	0.012467	0.014363	0.000000	0.000000	0	3	-0.009275	-0.007193	-0.005110	0.000000	0.000000	-0.005110
chrM	9444	+	0.010720	0.015247	0.019996	0.000000	0.000000	0.028204	0.034560	0.041329	0.000000	0.000000	0	3	-0.026880	-0.019313	-0.011746	0.000002	0.000004	-0.011746
chrM	9445	-	0.002805	0.004235	0.005733	0.000000	0.000000	0.009699	0.011927	0.014287	0.000000	0.000000	0	3	-0.010158	-0.007693	-0.005227	0.000000	0.000000	-0.005227
chrM	9449	+	0.002897	0.005649	0.008504	0.000050	0.000096	0.012569	0.016292	0.020274	0.000000	0.000000	0	3	-0.015170	-0.010643	-0.006117	0.000008	0.000020	-0.006117
chrM	9450	-	0.000795	0.001991	0.003247	0.001034	0.001763	0.005861	0.007933	0.010121	0.000000	0.000000	0	3	-0.008063	-0.005942	-0.003821	0.000001	0.000004	-0.003821
chrM	9488	+	0.016293	0.019414	0.022736	0.000000	0.000000	0.043359	0.048682	0.054332	0.000000	0.000000	0	3	-0.034822	-0.029268	-0.023714	0.000000	0.000000	-0.023714
chrM	9489	-	0.006809	0.008356	0.010036	0.000000	0.000000	0.018766	0.021534	0.024507	0.000000	0.000000	0	3	-0.015988	-0.013177	-0.010366	0.000000	0.000000	-0.010366
chrM	9575	-	-0.003427	-0.001102	0.001231	0.354246	0.415365	0.004362	0.007504	0.010666	0.000003	0.000005	0	2	-0.012351	-0.008606	-0.004862	0.000016	0.000041	-0.004862
chrM	9612	-	0.002611	0.003825	0.005066	0.000000	0.000000	0.007798	0.009714	0.011685	0.000000	0.000000	0	3	-0.007963	-0.005889	-0.003815	0.000000	0.000001	-0.003815
chrM	9621	-	0.003871	0.005348	0.006851	0.000000	0.000000	0.009562	0.011840	0.014160	0.000000	0.000000	0	3	-0.008991	-0.006492	-0.003993	0.000003	0.000008	-0.003993
chrM	9672	+	0.084459	0.113064	0.146631	0.000000	0.000000	0.141109	0.177120	0.216379	0.000000	0.000000	0	3	-0.111947	-0.064057	-0.016167	0.010630	0.018341	-0.016167
chrM	9673	-	0.003564	0.004857	0.006214	0.000000	0.000000	0.009298	0.011540	0.013891	0.000000	0.000000	0	3	-0.008975	-0.006683	-0.004390	0.000000	0.000001	-0.004390
chrM	9752	+	0.051845	0.073144	0.097278	0.000000	0.000000	0.095034	0.119657	0.147602	0.000000	0.000000	0	3	-0.080837	-0.046513	-0.012188	0.008275	0.014555	-0.012188
chrM	9753	-	0.004471	0.005807	0.007226	0.000000	0.000000	0.011058	0.013167	0.015435	0.000000	0.000000	0	3	-0.009689	-0.007360	-0.005030	0.000000	0.000000	-0.005030
chrM	9773	+	0.026938	0.038185	0.050739	0.000000	0.000000	0.061421	0.078316	0.096809	0.000000	0.000000	0	3	-0.059838	-0.040131	-0.020424	0.000168	0.000370	-0.020424
chrM	9774	-	0.003268	0.004612	0.005977	0.000000	0.000000	0.009239	0.011204	0.013207	0.000000	0.000000	0	3	-0.008828	-0.006592	-0.004355	0.000000	0.000000	-0.004355
chrM	9776	+	0.015900	0.026163	0.037198	0.000001	0.000002	0.040925	0.055461	0.070962	0.000000	0.000000	0	3	-0.046628	-0.029299	-0.011970	0.001591	0.003098	-0.011970
chrM	9777	-	0.001475	0.003072	0.004684	0.000151	0.000278	0.008386	0.010515	0.012676	0.000000	0.000000	0	3	-0.010013	-0.007444	-0.004874	0.000000	0.000000	-0.004874
chrM	9785	+	0.012820	0.020501	0.028869	0.000000	0.000001	0.026998	0.036442	0.046990	0.000000	0.000000	0	3	-0.028419	-0.015940	-0.003462	0.013135	0.022316	-0.003462
chrM	9786	-	0.002992	0.003977	0.004989	0.000000	0.000000	0.008621	0.010160	0.011754	0.000000	0.000000	0	3	-0.007867	-0.006184	-0.004500	0.000000	0.000000	-0.004500
chrM	9818	+	0.003196	0.008192	0.013562	0.001416	0.002369	0.014658	0.021229	0.028627	0.000000	0.000000	0	3	-0.021326	-0.013037	-0.004748	0.002501	0.004769	-0.004748
chrM	9819	-	0.003443	0.004484	0.005563	0.000000	0.000000	0.009018	0.010643	0.012344	0.000000	0.000000	0	3	-0.007946	-0.006159	-0.004373	0.000000	0.000000	-0.004373
chrM	9827	+	0.003655	0.010453	0.017435	0.002651	0.004299	0.023285	0.031907	0.041033	0.000000	0.000000	0	3	-0.032314	-0.021453	-0.010592	0.000145	0.000322	-0.010592
chrM	9828	-	0.001834	0.002952	0.004094	0.000000	0.000000	0.009659	0.011406	0.013212	0.000000	0.000000	0	3	-0.010360	-0.008454	-0.006548	0.000000	0.000000	-0.006548
chrM	9867	+	0.005936	0.011806	0.017866	0.000092	0.000172	0.023005	0.031039	0.039519	0.000000	0.000000	0	3	-0.028883	-0.019232	-0.009581	0.000170	0.000374	-0.009581
chrM	9868	-	0.003064	0.004991	0.006936	0.000000	0.000001	0.009437	0.012009	0.014615	0.000000	0.000000	0	3	-0.010119	-0.007019	-0.003918	0.000019	0.000048	-0.003918
chrM	9911	+	0.004461	0.009741	0.015209	0.000348	0.000626	0.024295	0.032015	0.040268	0.000000	0.000000	0	3	-0.031171	-0.022274	-0.013376	0.000003	0.000009	-0.013376
chrM	9912	-	0.005870	0.007091	0.008381	0.000000	0.000000	0.016444	0.018645	0.020966	0.000000	0.000000	0	3	-0.013748	-0.011553	-0.009359	0.000000	0.000000	-0.009359
chrM	9917	+	0.005932	0.011041	0.016376	0.000030	0.000060	0.028082	0.035621	0.043794	0.000000	0.000000	0	3	-0.033260	-0.024580	-0.015901	0.000000	0.000000	-0.015901
chrM	9918	-	0.002448	0.004937	0.007444	0.000094	0.000176	0.007125	0.010556	0.014014	0.000000	0.000000	0	3	-0.009663	-0.005619	-0.001576	0.009515	0.016588	-0.001576
chrM	9920	+	0.005426	0.012351	0.019410	0.000512	0.000903	0.022556	0.031996	0.041786	0.000000	0.000000	0	3	-0.030936	-0.019645	-0.008354	0.001065	0.002119	-0.008354
chrM	9921	-	0.002261	0.005518	0.008792	0.000871	0.001495	0.004482	0.008810	0.013155	0.000065	0.000104	0	3	-0.008508	-0.003292	0.001925	0.234478	0.304212	0.000000
chrM	10014	-	0.001492	0.002601	0.003778	0.000004	0.000008	0.003773	0.005477	0.007299	0.000000	0.000000	0	3	-0.004790	-0.002876	-0.000962	0.006262	0.011231	-0.000962
chrM	10067	+	-0.098837	-0.042831	0.013825	0.138719	0.175196	-0.137995	-0.067574	0.003752	0.063813	0.084435	0	0	-0.063479	0.024743	0.112965	0.592610	0.665188	0.000000
chrM	10068	-	0.002779	0.003832	0.004936	0.000000	0.000000	0.005393	0.006955	0.008614	0.000000	0.000000	0	3	-0.004913	-0.003123	-0.001333	0.001295	0.002557	-0.001333
chrM	10142	+	-0.034505	-0.001794	0.030619	0.913704	0.924813	-0.008073	0.031165	0.069810	0.120480	0.152935	0	0	-0.082829	-0.032959	0.016912	0.202505	0.267596	0.000000
chrM	10143	-	0.001633	0.002747	0.003893	0.000001	0.000003	0.007516	0.009317	0.011206	0.000000	0.000000	0	3	-0.008496	-0.006570	-0.004645	0.000000	0.000000	-0.004645
chrM	10169	+	-0.008841	0.009687	0.028249	0.303321	0.361597	0.021882	0.043039	0.064858	0.000167	0.000265	0	2	-0.061281	-0.033351	-0.005421	0.019923	0.033172	-0.005421
chrM	10170	-	0.001177	0.002630	0.004096	0.000367	0.000657	0.002643	0.004566	0.006511	0.000003	0.000005	0	3	-0.004265	-0.001936	0.000393	0.116537	0.162599	0.000000
chrM	10175	+	0.013334	0.024547	0.036971	0.000058	0.000111	0.042848	0.056881	0.073493	0.000000	0.000000	0	3	-0.050980	-0.032335	-0.013689	0.000695	0.001419	-0.013689
chrM	10176	-	0.001827	0.002572	0.003347	0.000000	0.000000	0.005253	0.006482	0.007773	0.000000	0.000000	0	3	-0.005210	-0.003910	-0.002610	0.000000	0.000000	-0.002610
chrM	10181	+	0.018359	0.029138	0.041449	0.000002	0.000004	0.016704	0.030845	0.046411	0.000085	0.000135	0	3	-0.019807	-0.001707	0.016393	0.856641	0.895172	0.000000
chrM	10182	-	0.001238	0.002151	0.003085	0.000003	0.000007	0.003334	0.004622	0.005954	0.000000	0.000000	0	3	-0.003979	-0.002471	-0.000963	0.002285	0.004373	-0.000963
chrM	10196	+	0.009663	0.021878	0.034926	0.000781	0.001345	0.003049	0.016233	0.030171	0.019613	0.027101	0	3	-0.012653	0.005644	0.023942	0.542637	0.622381	0.000000
chrM	10197	-	-0.002206	-0.000157	0.001901	0.881145	0.899146	-0.002478	0.000086	0.002659	0.947833	0.962281	0	0	-0.003450	-0.000242	0.002965	0.885099	0.916284	0.000000
chrM	10200	+	0.017574	0.029236	0.042149	0.000005	0.000011	-0.008489	0.006347	0.021104	0.394823	0.450775	0	1	0.004158	0.022889	0.041619	0.017266	0.028893	0.004158
chrM	10201	-	0.001078	0.002189	0.003316	0.000102	0.000191	0.000727	0.002044	0.003382	0.002303	0.003391	0	3	-0.001565	0.000145	0.001855	0.869707	0.903318	0.000000
chrM	10202	+	0.009009	0.022248	0.036164	0.001434	0.002391	-0.003906	0.009643	0.023439	0.163095	0.202652	0	1	-0.006475	0.012605	0.031685	0.191335	0.254518	0.000000
chrM	10203	-	0.000384	0.001894	0.003417	0.013755	0.020789	-0.000119	0.001720	0.003573	0.066539	0.087694	0	1	-0.002169	0.000174	0.002517	0.886493	0.916777	0.000000
chrM	10400	+	0.030298	0.051961	0.074747	0.000030	0.000059	0.053371	0.077962	0.105109	0.000000	0.000000	0	3	-0.059498	-0.026002	0.007494	0.127452	0.176365	0.000000
chrM	10401	-	0.001257	0.002201	0.003186	0.000004	0.000009	0.005809	0.007260	0.008811	0.000000	0.000000	0	3	-0.006680	-0.005060	-0.003439	0.000000	0.000000	-0.003439
chrM	10426	+	0.001764	0.011165	0.021058	0.021943	0.031955	-0.005091	0.006962	0.019155	0.255412	0.306789	0	1	-0.010771	0.004202	0.019176	0.588570	0.662141	0.000000
chrM	10427	-	0.000535	0.001363	0.002232	0.001188	0.002009	0.004202	0.005580	0.007059	0.000000	0.000000	0	3	-0.005673	-0.004218	-0.002762	0.000000	0.000001	-0.002762
chrM	10436	+	0.004009	0.014171	0.024828	0.007221	0.011307	-0.001269	0.011019	0.023533	0.080504	0.104582	0	1	-0.012688	0.003152	0.018991	0.698844	0.752312	0.000000
chrM	10437	-	0.000822	0.001729	0.002681	0.000172	0.000317	0.003739	0.005114	0.006588	0.000000	0.000000	0	3	-0.004940	-0.003386	-0.001832	0.000066	0.000153	-0.001832
chrM	10536	+	-0.000528	0.010644	0.021892	0.062067	0.084132	0.011263	0.023546	0.035988	0.000226	0.000354	0	2	-0.029480	-0.012902	0.003676	0.128218	0.177165	0.000000
chrM	10537	-	0.000325	0.001323	0.002355	0.009206	0.014215	0.000798	0.002128	0.003506	0.001903	0.002820	0	3	-0.002424	-0.000805	0.000814	0.346943	0.430554	0.000000
chrM	10585	+	-0.000647	0.004968	0.010700	0.084318	0.112311	-0.003510	0.004172	0.011799	0.283843	0.337570	0	0	-0.008259	0.000796	0.009850	0.868021	0.903284	0.000000
chrM	10586	-	0.001452	0.002097	0.002763	0.000000	0.000000	0.002527	0.003420	0.004352	0.000000	0.000000	0	3	-0.002386	-0.001323	-0.000259	0.019746	0.032987	-0.000259
chrM	10670	+	0.003541	0.007588	0.011957	0.000480	0.000848	0.004704	0.011924	0.019407	0.001775	0.002639	0	3	-0.011598	-0.004336	0.002926	0.308259	0.387848	0.000000
chrM	10671	-	0.000573	0.001881	0.003199	0.004734	0.007507	0.003806	0.005561	0.007330	0.000000	0.000000	0	3	-0.005785	-0.003679	-0.001574	0.001010	0.002014	-0.001574
chrM	10676	+	-0.000483	0.011127	0.022727	0.060880	0.082635	0.014447	0.030629	0.046822	0.000255	0.000399	0	2	-0.038345	-0.019502	-0.000659	0.054636	0.081343	-0.000659
chrM	10677	-	0.000432	0.001788	0.003155	0.009622	0.014834	0.004888	0.006704	0.008539	0.000000	0.000000	0	3	-0.007098	-0.004916	-0.002734	0.000022	0.000055	-0.002734
chrM	10684	+	-0.041295	-0.003949	0.033306	0.835007	0.865324	-0.026555	0.014640	0.056057	0.484558	0.540261	0	0	-0.073823	-0.018590	0.036643	0.510452	0.593018	0.000000
chrM	10685	-	0.000986	0.001603	0.002241	0.000000	0.000001	0.004314	0.005264	0.006268	0.000000	0.000000	0	3	-0.004716	-0.003661	-0.002606	0.000000	0.000000	-0.002606
chrM	10736	+	-0.040226	-0.014800	0.011578	0.266387	0.320241	-0.162035	-0.116075	-0.073622	0.000001	0.000001	2	0	0.056883	0.101275	0.145668	0.000060	0.000140	0.056883
chrM	10737	-	-0.000311	0.000247	0.000813	0.384683	0.446701	0.000456	0.001139	0.001834	0.001198	0.001800	0	2	-0.001761	-0.000891	-0.000022	0.048484	0.073611	-0.000022
chrM	10774	+	-0.010234	0.005739	0.023289	0.482084	0.542344	-0.107614	-0.076387	-0.047677	0.000002	0.000004	2	0	0.053113	0.082126	0.111140	0.000001	0.000004	0.053113
chrM	10775	-	0.001259	0.001867	0.002496	0.000000	0.000000	0.003980	0.004924	0.005903	0.000000	0.000000	0	3	-0.004095	-0.003056	-0.002017	0.000000	0.000000	-0.002017
chrM	10933	+	-0.041529	-0.029596	-0.017723	0.000005	0.000011	-0.092997	-0.071590	-0.050697	0.000000	0.000000	3	0	0.021291	0.041994	0.062697	0.000624	0.001284	0.021291
chrM	10934	-	0.001940	0.003650	0.005373	0.000028	0.000056	0.004495	0.006807	0.009138	0.000000	0.000000	0	3	-0.005917	-0.003158	-0.000398	0.031775	0.050627	-0.000398
chrM	11003	+	-0.000577	0.044022	0.088853	0.052657	0.072458	-0.109202	-0.058459	-0.006506	0.028720	0.039234	2	0	0.035039	0.102481	0.169922	0.003383	0.006353	0.035039
chrM	11004	-	0.002807	0.004015	0.005262	0.000000	0.000000	0.009730	0.011562	0.013472	0.000000	0.000000	0	3	-0.009598	-0.007547	-0.005496	0.000000	0.000000	-0.005496
chrM	11030	+	0.018391	0.057620	0.096816	0.003963	0.006345	-0.059966	-0.011333	0.037868	0.650568	0.694356	0	1	0.007750	0.068953	0.130155	0.031669	0.050539	0.007750
chrM	11031	-	0.005562	0.006827	0.008145	0.000000	0.000000	0.013951	0.015954	0.018044	0.000000	0.000000	0	3	-0.011311	-0.009128	-0.006944	0.000000	0.000000	-0.006944
chrM	11125	+	-0.001498	0.025210	0.052033	0.064059	0.086597	-0.047086	-0.017295	0.012890	0.260992	0.312627	0	0	0.002569	0.042504	0.082440	0.038640	0.060694	0.002569
chrM	11126	-	0.003791	0.004738	0.005715	0.000000	0.000000	0.010116	0.011607	0.013151	0.000000	0.000000	0	3	-0.008493	-0.006869	-0.005244	0.000000	0.000000	-0.005244
chrM	11162	+	0.074865	0.114043	0.152870	0.000000	0.000000	-0.010138	0.040543	0.091292	0.116761	0.148781	0	1	0.011648	0.073500	0.135352	0.024590	0.040140	0.011648
chrM	11163	-	0.001308	0.002753	0.004209	0.000178	0.000326	0.007021	0.009017	0.011035	0.000000	0.000000	0	3	-0.008616	-0.006265	-0.003914	0.000001	0.000002	-0.003914
chrM	11184	-	0.002579	0.003570	0.004584	0.000000	0.000000	0.008098	0.009662	0.011274	0.000000	0.000000	0	3	-0.007787	-0.006092	-0.004398	0.000000	0.000000	-0.004398
chrM	11192	-	0.001786	0.002631	0.003502	0.000000	0.000000	0.004250	0.005499	0.006799	0.000000	0.000000	0	3	-0.004290	-0.002869	-0.001447	0.000210	0.000457	-0.001447
chrM	11245	+	-0.021600	-0.001731	0.018468	0.865387	0.886965	-0.122843	-0.093938	-0.064731	0.000000	0.000000	2	0	0.059243	0.092206	0.125169	0.000000	0.000001	0.059243
chrM	11246	-	-0.000801	0.000771	0.002350	0.336519	0.395975	0.005347	0.007354	0.009376	0.000000	0.000000	0	2	-0.009064	-0.006583	-0.004101	0.000000	0.000001	-0.004101
chrM	11389	+	0.103914	0.135972	0.169684	0.000000	0.000000	0.200696	0.234048	0.268926	0.000000	0.000000	0	3	-0.145344	-0.098077	-0.050809	0.000055	0.000131	-0.050809
chrM	11390	-	0.001859	0.002969	0.004114	0.000000	0.000000	0.007820	0.009507	0.011265	0.000000	0.000000	0	3	-0.008423	-0.006538	-0.004653	0.000000	0.000000	-0.004653
chrM	11422	+	0.105608	0.133465	0.165052	0.000000	0.000000	0.177816	0.209704	0.244164	0.000000	0.000000	0	3	-0.120525	-0.076239	-0.031954	0.000907	0.001826	-0.031954
